person_id,transcript
98428,"your Majesty?’ he asked.
"
91465,"
"
20768,"
"
90739,"great hurry.
"
73422,"‘What sort of people live about here?’
"
73286,"croquet-ground.
"
25925,"
"
57180,"Alice tried to fancy to herself what such an extraordinary ways of
"
31836,"
"
95906,"The Hatter looked at the March Hare, who had followed him into the
"
43158,"little chin.
"
21007,"
"
77101,"to the Mock Turtle, ‘Drive on, old fellow! Don’t be all day about it!’
"
58604,"‘If I’d been the whiting,’ said Alice, whose thoughts were still running
"
98131,"
"
76253,"the moral of that is--“Birds of a feather flock together.”’
"
50583,"
"
76690,"added the Gryphon; and then they both sat silent and looked at poor
"
97337,"‘I can’t help it,’ said Alice very meekly: ‘I’m growing.’
"
30558,"
"
65886,"and began by taking the little golden key, and unlocking the door that
"
93439,"‘What did they live on?’ said Alice, who always took a great interest in
"
45905,"
"
47130,"begun asking riddles.--I believe I can guess that,’ she added aloud.
"
44164,"
"
97956,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
45561,"‘Curiouser and curiouser!’ cried Alice (she was so much surprised, that
"
98539,"
"
24737,"
"
85065,"
"
87824,"corners: next the ten courtiers; these were ornamented all over with
"
90475,"         ‘Fury said to a
"
50416,"hung upon pegs. She took down a jar from one of the shelves as
"
40244,"surprised he’ll be when he finds out who I am! But I’d better take him
"
87098,"that there was no time to be lost, as she was shrinking rapidly; so she
"
50874,"
"
55698,"accustomed to usurpation and conquest. Edwin and Morcar, the earls of
"
39567,"hedgehog to, and, as the doubled-up soldiers were always getting up
"
25428,"
"
72920,"The Knave did so, very carefully, with one foot.
"
11151,"rule, ‘and vinegar that makes them sour--and camomile that makes
"
80151,"
"
74714,"   ‘Speak roughly to your little boy,
"
83312,"a heap of sticks and dry leaves, and the fall was over.
"
67835,"to make out which were the two sides of it; and as it was perfectly
"
76712,"‘HE might bite,’ Alice cautiously replied, not feeling at all anxious to
"
85904,"
"
67667,"        trial: For
"
55437,"    Why, I do it again and again.’
"
51031,"and a scroll of parchment in the other. In the very middle of the court
"
75755,"
"
57316,"a deal too flustered to tell you--all I know is, something comes at me
"
41468,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
89971,"
"
51527,"wondering very much what would happen next.
"
41876,"
"
10205,"
"
40758,"
"
23494,"‘Read them,’ said the King.
"
71713,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
54785,"CHAPTER III. A Caucus-Race and a Long Tale
"
95505,"
"
88980,"advantage from the change: and Alice was a good deal worse off than
"
94232,"Alice felt that this could not be denied, so she tried another question.
"
53509,"she spoke.
"
81402,"that she did not dare to laugh; and, as she could not think of anything
"
43096,"
"
21161,"sight, they were getting so far off). ‘Oh, my poor little feet, I wonder
"
96752,"‘Not at first, perhaps,’ said the Hatter: ‘but you could keep it to
"
37076,"
"
64194,"         Twinkle, twinkle--“’
"
97404,"and we’ve no time to wash the things between whiles.’
"
68179,"of tears, ‘I do wish they WOULD put their heads down! I am so VERY tired
"
93610,"‘What a curious feeling!’ said Alice; ‘I must be shutting up like a
"
58700,"
"
59290,"
"
57252,"close by her.
"
38585,"
"
43698,"thought Alice, ‘they’re sure to kill it in a day or two: wouldn’t it be
"
93397,"
"
77024,"
"
64462,"However, it was over at last, and they sat down again in a ring, and
"
23346,"
"
93947,"‘I haven’t the least idea what you’re talking about,’ said Alice.
"
47888,"      All on a summer day:
"
99038,"
"
40538,"‘Oh, you foolish Alice!’ she answered herself. ‘How can you learn
"
29453,"great hurry.
"
39498,"
"
93900,"wonder what they WILL do next! If they had any sense, they’d take the
"
95607,"yourself.’
"
63797,"but her voice sounded hoarse and strange, and the words did not come the
"
35925,"over all the children she knew that were of the same age as herself, to
"
47215,"
"
67734,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
90972,"for the moment she quite forgot how to speak good English); ‘now I’m
"
40405,"washing her face--and she is such a nice soft thing to nurse--and she’s
"
75262,"
"
54689,"‘Ah! that accounts for it,’ said the Hatter. ‘He won’t stand beating.
"
24289,"         Twinkle, twinkle--“’
"
21887,"stretched her arms round it as far as they would go, and broke off a bit
"
14758,"half to itself, half to Alice.
"
50530,"close by her.
"
53308,"yet--it’s rather curious, you know, this sort of life! I do wonder what
"
58449,"archbishop find?’
"
13374,"
"
92654,"course--“I GAVE HER ONE, THEY GAVE HIM TWO--” why, that must be what he
"
23514,"up at the mouth with strings: into this they slipped the guinea-pig,
"
65861,"‘As wet as ever,’ said Alice in a melancholy tone: ‘it doesn’t seem to
"
26661,"a great crash, as if a dish or kettle had been broken to pieces.
"
77613,"
"
21678,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
84523,"However, it was over at last, and they sat down again in a ring, and
"
25462,"
"
68481,"doesn’t like changing so often, you know.’
"
80423,"Last came a little feeble, squeaking voice, [‘That’s Bill,’ thought
"
69766,"
"
14710,"
"
97420,"
"
88835,"   Soup of the evening, beautiful Soup!
"
31031,"beginning with the end of the tail, and ending with the grin, which
"
35927,"saying anything more till the Pigeon had finished.
"
91424,"
"
41020,"nearer, Alice could hear him sighing as if his heart would break. She
"
43856,"
"
34491,"
"
40283,"
"
99858,"The first question of course was, how to get dry again: they had a
"
94877,"
"
29517,"‘Yes, I think you’d better leave off,’ said the Gryphon: and Alice was
"
92295,"rule, ‘and vinegar that makes them sour--and camomile that makes
"
29204,"      mouse to the
"
87540,"that cats COULD grin.’
"
14302,"questions of eating and drinking.
"
71694,"
"
32763,"Fainting in Coils.’
"
67347,"‘Found WHAT?’ said the Duck.
"
97115,"of the March Hare: she thought it must be the right house, because the
"
12103,"    *    *    *    *    *    *
"
21800,"
"
10808,"the morning, just time to begin lessons: you’d only have to whisper a
"
75558,"    The Knave of Hearts, he stole those tarts,
"
62693,"
"
82205,"courtiers, or three of her own children.
"
41673,"same when I got up this morning? I almost think I can remember feeling a
"
83245,"doing?’ Alice whispered to the Gryphon. ‘They can’t have anything to put
"
14455,"your cat grins like that?’
"
20399,"my own. I’m a hatter.’
"
26858,"though still sobbing a little now and then, ‘we went to school in the
"
54009,"
"
41657,"‘You ought to be ashamed of yourself,’ said Alice, ‘a great girl like
"
92014,"
"
65384,"
"
46600,"
"
84322,"I THINK I can kick a little!’
"
10218,"came upon a neat little house, on the door of which was a bright brass
"
95296,"flower-pot that stood near. The three soldiers wandered about for a
"
28237,"‘Come, let’s try the first figure!’ said the Mock Turtle to the Gryphon.
"
77252,"like the look of the thing at all. ‘But perhaps it was only sobbing,’
"
84216,"time she found a little bottle on it, [‘which certainly was not here
"
63944,"her draw back in a hurry: a large pigeon had flown into her face, and
"
73101,"‘One side of WHAT? The other side of WHAT?’ thought Alice to herself.
"
76352,"it, ‘and what is the use of a book,’ thought Alice ‘without pictures or
"
83158,"her life, and had come to the general conclusion, that wherever you go
"
17010,"Some of the jury wrote it down ‘important,’ and some ‘unimportant.’
"
16403,"
"
90637,"other side of the garden, where Alice could see it trying in a helpless
"
27051,"‘Can’t remember WHAT things?’ said the Caterpillar.
"
44441,"‘Your Majesty must cross-examine THIS witness.’
"
46038,"little chin.
"
46399,"out that the cause of this was the fan she was holding, and she dropped
"
92615,"
"
37438,"
"
75066,"The Queen’s argument was, that if something wasn’t done about it in less
"
62900,"seemed to be no chance of this, so she began looking at everything about
"
55773,"
"
19428,"It sounded an excellent plan, no doubt, and very neatly and simply
"
86980,"
"
31294,"
"
21417,"The Cat only grinned when it saw Alice. It looked good-natured, she
"
38434,"‘Tut, tut, child!’ said the Duchess. ‘Everything’s got a moral, if only
"
90436,"
"
20781,"
"
64525,"executed for having missed their turns, and she did not like the look
"
43058,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
23207,"‘They couldn’t have done that, you know,’ Alice gently remarked; ‘they’d
"
61958,"The King turned pale, and shut his note-book hastily. ‘Consider your
"
77749,"
"
85846,"ever having seen such a thing.
"
88437,"
"
69867,"uncomfortably sharp chin. However, she did not like to be rude, so she
"
59769,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he
"
40167,"
"
63295,"great hurry.
"
92414,"‘Curiouser and curiouser!’ cried Alice (she was so much surprised, that
"
72725,"oneself speak--and they don’t seem to have any rules in particular;
"
81873,"The Mock Turtle sighed deeply, and began, in a voice sometimes choked
"
12955,"‘You’ll see me there,’ said the Cat, and vanished.
"
98664,"upset, and their slates and pencils had been found and handed back to
"
69778,"to Alice to find herself talking familiarly with them, as if she had
"
95142,"Presently the Rabbit came up to the door, and tried to open it; but, as
"
99573,"There was certainly too much of it in the air. Even the Duchess
"
56723,"
"
31684,"
"
73031,"
"
25995,"
"
22329,"The Queen’s argument was, that if something wasn’t done about it in less
"
45941,"‘Off with his head!’ she said, without even looking round.
"
91716,"
"
61844,"though still sobbing a little now and then, ‘we went to school in the
"
96286,"a mouse--to a mouse--a mouse--O mouse!’) The Mouse looked at her rather
"
78171,"The table was a large one, but the three were all crowded together at
"
52476,"CHAPTER VI. Pig and Pepper
"
39572,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried
"
36260,"herself in a long, low hall, which was lit up by a row of lamps hanging
"
16785,"remembering her own child-life, and the happy summer days.
"
96717,"It was so long since she had been anything near the right size, that it
"
55192,"
"
77801,"‘Thank you,’ said Alice, ‘it’s very interesting. I never knew so much
"
70445,"‘They’re putting down their names,’ the Gryphon whispered in reply, ‘for
"
97741,"the pool, and the great hall, with the glass table and the little door,
"
81819,"
"
28411,"
"
46490,"‘Two lines!’ cried the Mock Turtle. ‘Seals, turtles, salmon, and so on;
"
51068,"The Queen had only one way of settling all difficulties, great or small.
"
28553,"
"
98394,"
"
10489,"
"
43349,"them Alice recognised the White Rabbit: it was talking in a hurried
"
15690,"fear they should forget them before the end of the trial.’
"
21384,"Everybody looked at Alice.
"
52331,"was beating her violently with its wings.
"
55839,"talking again. ‘Dinah’ll miss me very much to-night, I should think!’
"
73399,"
"
10377,"about something, my dear, and that makes you forget to talk. I can’t
"
24960,"Then they both bowed low, and their curls got entangled together.
"
53089,"she felt a little nervous about this; ‘for it might end, you know,’ said
"
34256,"more if you’d rather not.’
"
16655,"
"
17210,"‘This here young lady,’ said the Gryphon, ‘she wants for to know your
"
68739,"‘How do you like the Queen?’ said the Cat in a low voice.
"
53044,"corners: next the ten courtiers; these were ornamented all over with
"
82518,"Then came a little pattering of feet on the stairs. Alice knew it was
"
36868,"
"
25868,"mushroom, and crawled away in the grass, merely remarking as it went,
"
44609,"
"
19048,"and no one else seemed inclined to say anything.
"
46526,"leaves that had fluttered down from the trees upon her face.
"
88110,"‘I dare say you never even spoke to Time!’
"
33638,"and was just going to leave the room, when her eye fell upon a little
"
95676,"March Hare and the Hatter were having tea at it: a Dormouse was sitting
"
15987,"
"
59987,"
"
37332,"‘Please would you tell me,’ said Alice, a little timidly, for she was
"
87647,"‘Off with her head!’ the Queen shouted at the top of her voice. Nobody
"
15885,"
"
25796,"As she said this she looked down at her hands, and was surprised to see
"
15592,"‘No, no!’ said the Queen. ‘Sentence first--verdict afterwards.’
"
72526,"herself, ‘because of his great wig.’
"
91117,"   ‘You are old, Father William,’ the young man said,
"
17750,"set off at once, and ran till she was quite tired and out of breath, and
"
39247,"you’re changed, do you?’
"
90090,"dispute with the Queen, but she knew that it might happen any minute,
"
74261,"her: she gave a little scream, half of fright and half of anger, and
"
27201,"
"
34544,"The moment Alice appeared, she was appealed to by all three to settle
"
39752,"turned to the Mock Turtle, and said ‘What else had you to learn?’
"
96951,"things are “much of a muchness”--did you ever see such a thing as a
"
19262,"looked at the sides of the well, and noticed that they were filled with
"
60095,"perhaps as this is May it won’t be raving mad--at least not so mad as
"
58028,"‘Get up!’ said the Queen, in a shrill, loud voice, and the three
"
49114,"same as they used to do:--
"
98387,"tears.
"
53516,"enough of it now in sight, and no more of it appeared.
"
17882,"
"
24953,"just beginning to write this down on their slates, when the White Rabbit
"
62261,"‘Please your Majesty,’ said the Knave, ‘I didn’t write it, and they
"
39865,"
"
29878,"‘One, indeed!’ said the Dormouse indignantly. However, he consented to
"
14049,"way of speaking to a mouse: she had never done such a thing before, but
"
62271,"scream of laughter. ‘Oh, hush!’ the Rabbit whispered in a frightened
"
14464,"‘No, they’re not,’ said the White Rabbit, ‘and that’s the queerest thing
"
69536,"‘Nor I,’ said the March Hare.
"
91531,"had kept a piece of it in her pocket) till she was about a foot high:
"
39467,"So you see, Miss, we’re doing our best, afore she comes, to--’ At this
"
42448,"   Waiting in a hot tureen!
"
81930,"blow underneath her chin: it had struck her foot!
"
63401,"‘Really, now you ask me,’ said Alice, very much confused, ‘I don’t
"
12479,"‘Well! WHAT are you?’ said the Pigeon. ‘I can see you’re trying to
"
54981,"      And took them quite away!’
"
68500,"of making a daisy-chain would be worth the trouble of getting up and
"
64582,"tea-time. Dinah my dear! I wish you were down here with me! There are no
"
84296,"repeated, aloud.
"
82945,"
"
87994,"themselves.”’
"
80666,"
"
69980,"
"
19508,"     Beautiful, beautiful Soup!’
"
56136,"
"
16122,"‘What a curious feeling!’ said Alice; ‘I must be shutting up like a
"
60972,"
"
32761,"first thought was that it might belong to one of the doors of the hall;
"
71836,"Lory, who at last turned sulky, and would only say, ‘I am older than
"
73918,"a procession,’ thought she, ‘if people had all to lie down upon their
"
12547,"
"
37041,"puzzled by the whole thing, and longed to change the subject.
"
74257,"Alice said nothing: she had never been so much contradicted in her life
"
54645,"friend.
"
40894,"understand you,’ she said, as politely as she could.
"
54549,"
"
88599,"    Though they were mine before.
"
95105,"name like an honest man.’
"
93495,"
"
25613,"back to the game, the Queen merely remarking that a moment’s delay would
"
73006,"loud.
"
55797,"about the whiting!’
"
51772,"    That your eye was as steady as ever;
"
64176,"plate with the name ‘W. RABBIT’ engraved upon it. She went in without
"
73375,"cucumber-frame, or something of the sort.
"
74176,"then--always to have lessons to learn! Oh, I shouldn’t like THAT!’
"
83464,"
"
76557,"  When the pie was all finished, the Owl, as a boon,
"
26492,"theirs, and the small ones choked and had to be patted on the back.
"
93203,"face was quite pale (with passion, Alice thought), and it said in a low
"
88960,"At this moment the door of the house opened, and a large plate came
"
28980,"
"
17027,"‘Now tell me, Pat, what’s that in the window?’
"
26645,"
"
37884,"half-past one as long as you liked.’
"
20811,"moment, I tell you!’ But she went on all the same, shedding gallons of
"
78601,"
"
90922,"Everybody looked at Alice.
"
42342,"Gryphon.
"
70553,"      really this
"
76239,"
"
76925,"‘What I was going to say,’ said the Dodo in an offended tone, ‘was, that
"
75694,"    Involved in this affair,
"
83695,"
"
21075,"itself upright as it spoke (it was exactly three inches high).
"
59867,"
"
93158,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
74543,"
"
65376,"interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a
"
94667,"‘It’s the oldest rule in the book,’ said the King.
"
61095,"
"
60708,"of the window, and one foot up the chimney, and said to herself ‘Now I
"
14216,"
"
31360,"wise fish would go anywhere without a porpoise.’
"
79081,"
"
88730,"           you
"
29966,"
"
56235,"safe in a thick wood.
"
41051,"interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a
"
35702,"everything that Alice said; ‘there’s a large mustard-mine near here. And
"
72661,"‘Cheshire Puss,’ she began, rather timidly, as she did not at all know
"
74131,"‘Well, I never heard it before,’ said the Mock Turtle; ‘but it sounds
"
47724,"all their simple sorrows, and find a pleasure in all their simple joys,
"
35643,"court, arm-in-arm with the Dormouse. ‘Fourteenth of March, I think it
"
66697,"
"
50965,"or two, it was as much as she could do to hold it.
"
52570,"
"
64401,"all their simple sorrows, and find a pleasure in all their simple joys,
"
72820,"almost certain to disagree with you, sooner or later.
"
63393,"she could, for her neck kept getting entangled among the branches, and
"
62860,"a little shriek, and went on: ‘--that begins with an M, such as
"
36711,"anxiously about as it went, as if it had lost something; and she heard
"
55335,"   Yet you finished the goose, with the bones and the beak--
"
45308,"wood for fear of their hearing her; and when she next peeped out the
"
37050,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
86146,"‘What did they live on?’ said Alice, who always took a great interest in
"
29066,"of killing somebody, so managed to put it into one of the cupboards as
"
34620,"who I WAS when I got up this morning, but I think I must have been
"
94111,"pitied him deeply. ‘What is his sorrow?’ she asked the Gryphon, and the
"
31117,"
"
68607,"For some minutes the whole court was in confusion, getting the Dormouse
"
34498,"RED rose-tree, and we put a white one in by mistake; and if the Queen
"
59193,"not going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘and
"
50835,"‘I thought you did,’ said the Mouse. ‘--I proceed. “Edwin and Morcar,
"
60441,"saw the White Rabbit. She was a little nervous about it just at first,
"
59746,"now! How puzzling all these changes are! I’m never sure what I’m going
"
67393,"likely it can talk: at any rate, there’s no harm in trying.’ So she
"
52215,"
"
39812,"And with that she began nursing her child again, singing a sort of
"
53265,"Seven flung down his brush, and had just begun ‘Well, of all the unjust
"
61437,"heavy sobs.
"
66637,"CHAPTER V. Advice from a Caterpillar
"
41529,"my life!’
"
67397,"hot day made her feel very sleepy and stupid), whether the pleasure
"
93580,"set to work at once to eat some of the other bit. Her chin was pressed
"
89704,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
54917,"
"
13954,"to be, from one minute to another! However, I’ve got back to my right
"
51229,"
"
53792,"a rabbit! I suppose Dinah’ll be sending me on messages next!’ And she
"
92195,"they pinched it on both sides at once.
"
20240,"severity; ‘it’s very rude.’
"
39688,"‘Hold your tongue!’ said the Queen, turning purple.
"
37319,"her hand, and Alice guessed who it was, even before she got into the
"
38229,"    What made you so awfully clever?’
"
93829,"
"
46178,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
78615,"      And took them quite away!’
"
86619,"
"
50993,"‘The Dormouse is asleep again,’ said the Hatter, and he poured a little
"
34592,"‘How do you like the Queen?’ said the Cat in a low voice.
"
31153,"hand again, and made another snatch in the air. This time there were
"
47013,"    The pepper when he pleases!’
"
34703,"very little! Besides, SHE’S she, and I’m I, and--oh dear, how puzzling
"
66380,"
"
93868,"think you could draw treacle out of a treacle-well--eh, stupid?’
"
36647,"‘Well, I shan’t go, at any rate,’ said Alice: ‘besides, that’s not a
"
73803,"go by the carrier,’ she thought; ‘and how funny it’ll seem, sending
"
40318,"‘Then it doesn’t matter which way you go,’ said the Cat.
"
62046,"now! How puzzling all these changes are! I’m never sure what I’m going
"
76317,"
"
27155,"   He trusts to you to set them free,
"
64696,"
"
90989,"drawing of a muchness?’
"
22196,"‘Very much indeed,’ said Alice.
"
28124,"
"
29899,"of everything I’ve said as yet.’
"
75102,"the number of changes she had gone through that day.
"
44779,"I THINK I can kick a little!’
"
27572,"
"
84705,"before she made her next remark. ‘Then the eleventh day must have been a
"
26503,"
"
76092,"
"
80974,"
"
79525,"
"
86511,"   A secret, kept from all the rest,
"
24703,"window!’
"
73198,"
"
53130,"
"
93730,"shape doesn’t matter,’ it said,) and then all the party were placed
"
69685,"it lasted.)
"
43893,"saying to herself ‘Suppose it should be raving mad after all! I almost
"
39327,"she fell past it.
"
78218,"‘Not at first, perhaps,’ said the Hatter: ‘but you could keep it to
"
32885,"eagerly, half hoping that the Mouse had changed his mind, and was coming
"
29042,"after it, and fortunately was just in time to see it pop down a large
"
43656,"drawing of a muchness?’
"
87573,"that--only the March Hare said--’
"
11314,"Knave.
"
36469,"  *    *    *    *    *    *    *
"
72230,"I THINK I can kick a little!’
"
81426,"then the Rabbit’s voice along--‘Catch him, you by the hedge!’ then
"
33156,"
"
35846,"‘Exactly so,’ said Alice.
"
93919,"  But the snail replied “Too far, too far!” and gave a look askance--
"
49536,"
"
45671,"a heap of sticks and dry leaves, and the fall was over.
"
29739,"down yet, before the trial’s begun.’
"
99866,"‘I’m afraid I am, sir,’ said Alice; ‘I can’t remember things as I
"
11761,"‘Soles and eels, of course,’ the Gryphon replied rather impatiently:
"
30680,"corners: next the ten courtiers; these were ornamented all over with
"
56418,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting
"
86500,"forepaws to mark the time, while the Mock Turtle sang this, very slowly
"
31094,"and Alice looked round, eager to see the Queen.
"
53656,"She was a good deal frightened by this very sudden change, but she felt
"
98110,"    Pray how did you manage to do it?’
"
30199,"
"
34036,"going on within--a constant howling and sneezing, and every now and then
"
45880,"
"
61326,"she heard the Rabbit just under the window, she suddenly spread out her
"
76612,"
"
41660,"held it out to the puppy; whereupon the puppy jumped into the air off
"
78918,"OUT OF ITS WAISTCOAT-POCKET, and looked at it, and then hurried on,
"
65685,"wondering very much what would happen next.
"
64776,"suppose it doesn’t mind.’
"
18007,"   A secret, kept from all the rest,
"
89587,"
"
24406,"changed into alarm in another moment, when she found that her shoulders
"
38234,"that did not sneeze, were the cook, and a large cat which was sitting on
"
50806,"turned the corner, but the Rabbit was no longer to be seen: she found
"
28679,"next to her. ‘I can hardly breathe.’
"
93387,"‘I’ve heard something like it,’ said Alice.
"
54531,"
"
87599,"
"
15121,"Queen jumped up and bawled out, “He’s murdering the time! Off with his
"
79847,"
"
65209,"‘Nothing WHATEVER?’ persisted the King.
"
73796,"themselves.”’
"
97460,"begun asking riddles.--I believe I can guess that,’ she added aloud.
"
80861,"
"
80668,"         be jury,”
"
32772,"replied, so eagerly that the Gryphon said, in a rather offended tone,
"
45441,"
"
58902,"the right-hand bit to try the effect: the next moment she felt a violent
"
27407,"  *    *    *    *    *    *    *
"
84499,"‘Go on with the next verse,’ the Gryphon repeated impatiently: ‘it
"
69456,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
35611,"tears, until there was a large pool all round her, about four inches
"
22759,"if you were INSIDE, you might knock, and I could let you out, you know.’
"
56423,"of making a daisy-chain would be worth the trouble of getting up and
"
49927,"of the trees under which she had been wandering, when a sharp hiss made
"
77712,"was no one to listen to her, still it was good practice to say it over)
"
87457,"As soon as the jury had a little recovered from the shock of being
"
19245,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
"
15149,"
"
15027,"So she sat on, with closed eyes, and half believed herself in
"
78181,"
"
70933,"before,’ said Alice,) and round the neck of the bottle was a paper
"
72057,"on. ‘Or would you like the Mock Turtle to sing you a song?’
"
38340,"tone; ‘at least there’s no room to grow up any more HERE.’
"
12354,"
"
20628,"and holding it to his ear.
"
30274,"‘Is that the way YOU manage?’ Alice asked.
"
62708,"confusion, as the large birds complained that they could not taste
"
82468,"
"
39119,"mushroom, and crawled away in the grass, merely remarking as it went,
"
77423,"
"
50092,"same when I got up this morning? I almost think I can remember feeling a
"
76506,"how to set about it; and while she was peering about anxiously among
"
16568,"‘There isn’t any,’ said the March Hare.
"
57138,"then she walked down the little passage: and THEN--she found herself at
"
59309,"
"
53463,"‘I can’t go no lower,’ said the Hatter: ‘I’m on the floor, as it is.’
"
52307,"
"
47112,"forgotten that, if you drink much from a bottle marked ‘poison,’ it is
"
86055,"down in a large arm-chair at one end of the table.
"
46602,"very soon found an opportunity of taking it away. She did it so quickly
"
82184,"   My notion was that you had been
"
53954,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
42747,"queer everything is to-day! And yesterday things went on just as usual.
"
99840,"
"
39818,"birds hurried off at once: one old Magpie began wrapping itself up very
"
23889,"And with that she began nursing her child again, singing a sort of
"
66789,"‘I couldn’t help it,’ said Five, in a sulky tone; ‘Seven jogged my
"
77426,"in the common way.
"
92296,"So they went up to the Mock Turtle, who looked at them with large eyes
"
75355,"were lying round the rosetree; for, you see, as they were lying on their
"
38360,"tell you just now what the moral of that is, but I shall remember it in
"
48704,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
80921,"
"
87547,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
96214,"‘Sure, it does, yer honour: but it’s an arm for all that.’
"
55538,"Alice was very glad to find her in such a pleasant temper, and thought
"
20151,"to dive in among the leaves, which she found to be nothing but the tops
"
83620,"‘Very much indeed,’ said Alice.
"
18258,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
62220,"   For he can thoroughly enjoy
"
72028,"letters.
"
74614,"‘I’ve heard something like it,’ said Alice.
"
63407,"Five and Seven said nothing, but looked at Two. Two began in a low
"
87565,"
"
43472,"No, there were no tears. ‘If you’re going to turn into a pig, my dear,’
"
82109,"He was an old crab, HE was.’
"
26924,"‘But, it goes on “THEY ALL RETURNED FROM HIM TO YOU,”’ said Alice.
"
62661,"next! As for pulling me out of the window, I only wish they COULD! I’m
"
27287,"‘If you knew Time as well as I do,’ said the Hatter, ‘you wouldn’t talk
"
58015,"
"
36096,"impossible.
"
58778,"‘Oh, there’s no use in talking to him,’ said Alice desperately: ‘he’s
"
19741,"knocking, and hurried upstairs, in great fear lest she should meet the
"
92899,"      Said the
"
29461,"without attending to her, ‘if we had the door between us. For instance,
"
81262,"‘Do you mean that you think you can find out the answer to it?’ said the
"
82517,"for some time with great curiosity, and this was his first speech.
"
40266,"to be, from one minute to another! However, I’ve got back to my right
"
60284,"
"
29606,"
"
91056,"it out into the open air. ‘IF I don’t take this child away with me,’
"
13779,"
"
49463,"matter much,’ thought Alice, ‘as all the arches are gone from this side
"
45645,"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘Would
"
65418,"all!’ ‘Do as I tell you, you coward!’ and at last she spread out her
"
85623,"
"
86268,"it, and finding it very nice, (it had, in fact, a sort of mixed flavour
"
48904,"over heels in its hurry to get hold of it; then Alice, thinking it was
"
10743,"
"
43961,"These words were followed by a very long silence, broken only by an
"
84404,"They very soon came upon a Gryphon, lying fast asleep in the sun.
"
15617,"thing before, and he wasn’t going to begin at HIS time of life.
"
66110,"
"
56021,"proposal.
"
96871,"the pool, and the great hall, with the glass table and the little door,
"
48241,"upsetting all the jurymen on to the heads of the crowd below, and there
"
72730,"itself, and was in the act of crawling away: besides all this, there was
"
26778,"had vanished completely.
"
54067,"‘The trial cannot proceed,’ said the King in a very grave voice, ‘until
"
98747,"tears.
"
19263,"
"
75739,"
"
58636,"answer, so Alice went on eagerly: ‘There is such a nice little dog near
"
65245,"
"
81990,"the door opened inwards, and Alice’s elbow was pressed hard against it,
"
38573,"down yet, before the trial’s begun.’
"
74139,"
"
60300,"Gryphon.
"
24934,"any more!’ And here poor Alice began to cry again, for she felt very
"
75457,"though), ‘I won’t have any pepper in my kitchen AT ALL. Soup does very
"
59742,"the name of nearly everything there. ‘That’s the judge,’ she said to
"
11900,"us all about it!’
"
72165,"
"
89372,"way of speaking to a mouse: she had never done such a thing before, but
"
79928,"‘What a pity it wouldn’t stay!’ sighed the Lory, as soon as it was quite
"
28537,"‘Hadn’t time,’ said the Gryphon: ‘I went to the Classics master, though.
"
76113,"behind it, it occurred to her that she might as well look and see what
"
76145,"her in a languid, sleepy voice.
"
60033,"‘What a pity it wouldn’t stay!’ sighed the Lory, as soon as it was quite
"
67702,"begins “I passed by his garden.”’
"
84377,"
"
52765,"shower of saucepans, plates, and dishes. The Duchess took no notice of
"
52832,"
"
70414,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
"
33923,"minute.
"
45615,"deep and reaching half down the hall.
"
11993,"other: the only difficulty was, that her flamingo was gone across to the
"
31252,"   ‘I speak severely to my boy,
"
42438,"Oh dear, what nonsense I’m talking!’
"
51710,"
"
78799,"
"
25807,"two sobs choked his voice. ‘Same as if he had a bone in his throat,’
"
52622,"‘It matters a good deal to ME,’ said Alice hastily; ‘but I’m not looking
"
56115,"
"
51864,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
73297,"
"
12412,"‘Of the mushroom,’ said the Caterpillar, just as if she had asked it
"
13917,"‘And who is Dinah, if I might venture to ask the question?’ said the
"
44318,"
"
98062,"
"
38181,"No, there were no tears. ‘If you’re going to turn into a pig, my dear,’
"
39911,"The other guests had taken advantage of the Queen’s absence, and were
"
68690,"
"
63013,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
41597,"
"
27479,"
"
